date,firstDose.daily.sinovac,firstDose.daily.biontech,firstDose.daily.total,firstDose.cumulative.sinovac,firstDose.cumulative.biontech,firstDose.cumulative.total,secondDose.daily.sinovac,secondDose.daily.biontech,secondDose.daily.total,secondDose.cumulative.sinovac,secondDose.cumulative.biontech,secondDose.cumulative.total,thirdDose.daily.sinovac,thirdDose.daily.biontech,thirdDose.daily.total,thirdDose.cumulative.sinovac,thirdDose.cumulative.biontech,thirdDose.cumulative.total,fourthDose.daily.sinovac,fourthDose.daily.biontech,fourthDose.daily.total,fourthDose.cumulative.sinovac,fourthDose.cumulative.biontech,fourthDose.cumulative.total,firstDose.movingAvg.sinovac,firstDose.movingAvg.total,firstDose.movingAvg.biontech,secondDose.movingAvg.sinovac,secondDose.movingAvg.total,secondDose.movingAvg.biontech,thirdDose.movingAvg.sinovac,thirdDose.movingAvg.total,thirdDose.movingAvg.biontech,fourthDose.movingAvg.sinovac,fourthDose.movingAvg.total,fourthDose.movingAvg.biontech,totalDose.daily.sinovac,totalDose.daily.biontech,totalDose.daily.total,totalDose.cumulative.sinovac,totalDose.cumulative.biontech,totalDose.cumulative.total,totalDose.movingAvg.sinovac,totalDose.movingAvg.biontech,totalDose.movingAvg.total
2021-06-20,7864,16193,24057,844490,1095969,1940459,4601,9300,13901,526669,753551,1280220,0,0,0,2,5,7,0,1,1,0,1,1,11968,28902,16935,4311,11994,7683,,,,,,,12465,25494,37959,1371161,1849526,3220687,16279,24618,40896
2021-06-21,13630,16866,30496,858120,1112835,1970955,5632,9875,15507,532301,763426,1295727,0,0,0,2,5,7,0,0,0,0,1,1,12774,29905,17131,4836,13208,8372,,,,,,,19262,26741,46003,1390423,1876267,3266690,17610,25502,43113
2021-06-22,13831,13972,27803,871951,1126807,1998758,5557,7638,13195,537858,771064,1308922,0,0,0,2,5,7,0,0,0,0,1,1,12887,29710,16823,4784,13328,8544,,,,,,,19388,21610,40998,1409811,1897877,3307688,17671,25367,43038
2021-06-23,12586,14893,27479,884537,1141700,2026237,5333,7872,13205,543191,778936,1322127,0,0,0,2,5,7,0,0,0,0,1,1,12707,29751,17044,5134,14033,8899,,,,,,,17919,22765,40684,1427730,1920642,3348372,17841,25943,43784
2021-06-24,13176,17471,30647,897713,1159171,2056884,5742,10035,15777,548933,788971,1337904,0,0,0,2,5,7,0,0,0,0,1,1,12561,29953,17391,5411,14906,9495,,,,,,,18918,27506,46424,1446648,1948148,3394796,17972,26886,44859
2021-06-25,14943,20486,35429,912656,1179657,2092313,7549,14963,22512,556482,803934,1360416,0,0,0,2,5,7,0,0,0,0,1,1,12595,29895,17300,5731,16051,10320,,,,,,,22492,35449,57941,1469140,1983597,3452737,18326,27620,45946
2021-06-26,10727,19603,30330,923383,1199260,2122643,9515,18714,28229,565997,822648,1388645,0,0,0,2,5,7,0,0,0,0,1,1,12394,29463,17069,6276,17475,11200,,,,,,,20242,38317,58559,1489382,2021914,3511296,18669,28269,46938
2021-06-27,7467,20246,27713,930850,1219506,2150356,7665,14828,22493,573662,837476,1411138,0,0,0,2,5,7,0,0,0,0,1,1,12337,29985,17648,6713,18703,11989,,,,,,,15132,35074,50206,1504514,2056988,3561502,19050,29637,48688
2021-06-28,12098,17226,29324,942948,1236732,2179680,8996,13226,22222,582658,850702,1433360,0,0,0,2,5,7,0,0,0,0,1,1,12118,29818,17700,7194,19662,12468,,,,,,,21094,30452,51546,1525608,2087440,3613048,19312,30168,49480
2021-06-29,13463,19336,32799,956411,1256068,2212479,11229,12042,23271,593887,862744,1456631,0,0,0,2,5,7,0,0,0,0,1,1,12066,30532,18466,8004,21101,13097,,,,,,,24692,31378,56070,1550300,2118818,3669118,20070,31563,51633
2021-06-30,13660,22984,36644,970071,1279052,2249123,11234,12386,23620,605121,875130,1480251,0,0,0,2,5,7,0,0,0,0,1,1,12219,31841,19622,8847,22589,13742,,,,,,,24894,35370,60264,1575194,2154188,3729382,21066,33364,54430
2021-07-01,8007,24701,32708,978078,1303753,2281831,5715,9228,14943,610836,884358,1495194,0,0,0,2,5,7,0,0,0,0,1,1,11481,32135,20655,8843,22470,13627,,,,,,,13722,33929,47651,1588916,2188117,3777033,20324,34281,54605
2021-07-02,12503,22132,34635,990581,1325885,2316466,15665,19815,35480,626501,904173,1530674,0,0,0,2,5,7,0,0,0,0,1,1,11132,32022,20890,10003,24323,14320,,,,,,,28168,41947,70115,1617084,2230064,3847148,21135,35210,56344
2021-07-03,9173,17999,27172,999754,1343884,2343638,12696,21854,34550,639197,926027,1565224,0,1,1,2,6,8,0,0,0,0,1,1,10910,31571,20661,10457,25226,14768,,,,,,,21869,39854,61723,1638953,2269918,3908871,21367,35429,56796
2021-07-04,5869,20955,26824,1005623,1364839,2370462,9830,16293,26123,649027,942320,1591347,0,1,1,2,7,9,0,0,0,0,1,1,10682,31444,20762,10766,25744,14978,,,,,,,15699,37249,52948,1654652,2307167,3961819,21448,35740,57188
2021-07-05,12748,23661,36409,1018371,1388500,2406871,14124,14109,28233,663151,956429,1619580,0,0,0,2,7,9,0,0,0,0,1,1,10775,32456,21681,11499,26603,15104,,,,,,,26872,37770,64642,1681524,2344937,4026461,22274,36785,59059
2021-07-06,11950,22029,33979,1030321,1410529,2440850,12951,12928,25879,676102,969357,1645459,0,0,0,2,7,9,0,0,0,0,1,1,10559,32624,22066,11745,26975,15230,,,,,,,24901,34957,59858,1706425,2379894,4086319,22304,37297,59600
2021-07-07,11362,21723,33085,1041683,1432252,2473935,12111,12077,24188,688213,981434,1669647,0,0,0,2,7,9,0,0,0,0,1,1,10230,32116,21886,11870,27057,15186,,,,,,,23473,33800,57273,1729898,2413694,4143592,22101,37072,59173
2021-07-08,11141,24208,35349,1052824,1456460,2509284,13586,14818,28404,701799,996252,1698051,0,0,0,2,7,9,0,0,0,0,1,1,10678,32493,21815,12995,28980,15985,,,,,,,24727,39026,63753,1754625,2452720,4207345,23673,37800,61473
2021-07-09,11609,20976,32585,1064433,1477436,2541869,15863,21799,37662,717662,1018051,1735713,0,0,0,2,7,9,0,0,0,0,1,1,10550,32200,21650,13023,29291,16268,,,,,,,27472,42775,70247,1782097,2495495,4277592,23573,37919,61492
2021-07-10,7219,16150,23369,1071652,1493586,2565238,15306,25469,40775,732968,1043520,1776488,0,0,0,2,7,9,0,0,0,0,1,1,10271,31657,21386,13396,30181,16785,,,,,,,22525,41619,64144,1804622,2537114,4341736,23667,38171,61838
2021-07-11,4901,21662,26563,1076553,1515248,2591801,11134,17343,28477,744102,1060863,1804965,0,0,0,2,7,9,0,0,0,0,1,1,10133,31620,21487,13582,30517,16935,,,,,,,16035,39005,55040,1820657,2576119,4396776,23715,38422,62137
2021-07-12,12991,23890,36881,1089544,1539138,2628682,8590,16289,24879,752692,1077152,1829844,0,1,1,2,8,10,0,0,0,0,1,1,10168,31687,21520,12792,30038,17246,,,,,,,21581,40180,61761,1842238,2616299,4458537,22959,38766,61725
2021-07-13,11141,24854,35995,1100685,1563992,2664677,11377,12421,23798,764069,1089573,1853642,0,0,0,2,8,10,0,0,0,0,1,1,10052,31975,21923,12567,29740,17174,,,,,,,22518,37275,59793,1864756,2653574,4518330,22619,39097,61716
2021-07-14,9165,24744,33909,1109850,1588736,2698586,11344,12047,23391,775413,1101620,1877033,0,0,0,2,8,10,0,0,0,0,1,1,9738,32093,22355,12457,29627,17169,,,,,,,20509,36791,57300,1885265,2690365,4575630,22195,39524,61720
2021-07-15,9769,23011,32780,1119619,1611747,2731366,13636,16951,30587,789049,1118571,1907620,0,0,0,2,8,10,0,0,0,0,1,1,9542,31726,22184,12464,29938,17474,,,,,,,23405,39962,63367,1908670,2730327,4638997,22006,39658,61665
2021-07-16,10521,21757,32278,1130140,1633504,2763644,15308,21400,36708,804357,1139971,1944328,3,0,3,5,8,13,0,0,0,0,1,1,9387,31682,22295,12385,29802,17417,,,,,,,25832,43157,68989,1934502,2773484,4707986,21772,39713,61485
2021-07-17,7635,18989,26624,1137775,1652493,2790268,14278,22551,36829,818635,1162522,1981157,0,0,0,5,8,13,0,0,0,0,1,1,9446,32147,22701,12238,29238,17000,,,,,,,21913,41540,63453,1956415,2815024,4771439,21685,39701,61386
2021-07-18,5711,20980,26691,1143486,1673473,2816959,9675,18953,28628,828310,1181475,2009785,0,0,0,5,8,13,0,0,0,0,1,1,9562,32165,22604,12030,29260,17230,,,,,,,15386,39933,55319,1971801,2854957,4826758,21592,39834,61426
2021-07-19,10535,25872,36407,1154021,1699345,2853366,13118,15622,28740,841428,1197097,2038525,0,1,1,5,9,14,0,0,0,0,1,1,9211,32098,22887,12677,29812,17135,,,,,,,23653,41495,65148,1995454,2896452,4891906,21888,40022,61910
2021-07-20,9463,25254,34717,1163484,1724599,2888083,12634,14350,26984,854062,1211447,2065509,0,0,0,5,9,14,0,0,0,0,1,1,8971,31915,22944,12856,30267,17411,,,,,,,22097,39604,61701,2017551,2936056,4953607,21828,40355,62182
2021-07-21,8736,25742,34478,1172220,1750341,2922561,11747,14592,26339,865809,1226039,2091848,0,0,0,5,9,14,0,0,0,0,1,1,8910,31996,23086,12914,30688,17774,,,,,,,20483,40334,60817,2038034,2976390,5014424,21824,40861,62685
2021-07-22,9371,23765,33136,1181591,1774106,2955697,12804,18326,31130,878613,1244365,2122978,0,0,0,5,9,14,0,0,0,0,1,1,8853,32047,23194,12795,30765,17971,,,,,,,22175,42091,64266,2060209,3018481,5078690,21648,41165,62813
2021-07-23,10097,16781,26878,1191688,1790887,2982575,15246,28657,43903,893859,1273022,2166881,1,1,2,6,10,16,0,0,0,0,1,1,8793,31276,22483,12786,31793,19007,,,,,,,25344,45439,70783,2085553,3063920,5149473,21579,41491,63070
2021-07-24,8889,15136,24025,1200577,1806023,3006600,12067,28453,40520,905926,1301475,2207401,0,1,1,6,11,17,0,0,0,0,1,1,8972,30905,21933,12470,32321,19850,,,,,,,20956,43590,64546,2106509,3107510,5214019,21442,41784,63226
2021-07-25,5970,19506,25476,1206547,1825529,3032076,8004,22526,30530,913930,1324001,2237931,8,0,8,14,11,25,0,1,1,0,2,2,9009,30731,21722,12231,32592,20361,,,,,,,13982,42033,56015,2120491,3149543,5270034,21241,42084,63325
2021-07-26,11233,21736,32969,1217780,1847265,3065045,11854,21893,33747,925784,1345894,2271678,0,1,1,14,12,26,0,0,0,0,2,2,9108,30240,21131,12051,33308,21257,,,,,,,23087,43630,66717,2143578,3193173,5336751,21161,42389,63549
2021-07-27,10370,24173,34543,1228150,1871438,3099588,11576,18762,30338,937360,1364656,2302016,0,0,0,14,12,26,0,0,0,0,2,2,9238,30215,20977,11900,33787,21887,,,,,,,21946,42935,64881,2165524,3236108,5401632,21139,42865,64004
2021-07-28,10242,22702,32944,1238392,1894140,3132532,11466,18807,30273,948826,1383463,2332289,0,0,0,14,12,26,0,0,0,0,2,2,9453,29996,20543,11860,34349,22489,,,,,,,21708,41509,63217,2187232,3277617,5464849,21314,43032,64346
2021-07-29,11509,21626,33135,1249901,1915766,3165667,8302,21646,29948,957128,1405109,2362237,0,0,0,14,12,26,0,0,0,0,2,2,9759,29996,20237,11216,34180,22963,,,,,,,19811,43272,63083,2207043,3320889,5527932,20976,43201,64177
2021-07-30,11197,20487,31684,1261098,1936253,3197351,14025,24586,38611,971153,1429695,2400848,0,0,0,14,12,26,0,0,0,0,2,2,9916,30682,20767,11042,33424,22382,,,,,,,25222,45073,70295,2232265,3365962,5598227,20959,43149,64108
2021-07-31,8558,21389,29947,1269656,1957642,3227298,12212,22868,35080,983365,1452563,2435928,0,0,0,14,12,26,0,0,0,0,2,2,9868,31528,21660,11063,32647,21584,,,,,,,20770,44257,65027,2253035,3410219,5663254,20932,43244,64176
2021-08-01,6249,22456,28705,1275905,1980098,3256003,7347,19737,27084,990712,1472300,2463012,7,0,7,21,12,33,0,0,0,0,2,2,9908,31990,22081,10969,32154,21186,,,,,,,13603,42193,55796,2266638,3452412,5719050,20878,43267,64145
2021-08-02,12999,23478,36477,1288904,2003576,3292480,11821,20748,32569,1002533,1493048,2495581,0,0,0,21,12,33,0,1,1,0,3,3,10161,32491,22330,10964,31986,21022,,,,,,,24820,44227,69047,2291458,3496639,5788097,21126,43352,64478
2021-08-03,13649,24706,38355,1302553,2028282,3330835,10983,19580,30563,1013516,1512628,2526144,0,0,0,21,12,33,0,0,0,0,3,3,10629,33035,22406,10879,32018,21139,,,,,,,24632,44286,68918,2316090,3540925,5857015,21509,43545,65055
2021-08-04,10476,24732,35208,1313029,2053014,3366043,10466,19759,30225,1023982,1532387,2556369,0,0,0,21,12,33,0,0,0,0,3,3,10662,33359,22696,10737,32011,21275,,,,,,,20942,44491,65433,2337032,3585416,5922448,21400,43971,65371
2021-08-05,10635,24777,35412,1323664,2077791,3401455,10736,21045,31781,1034718,1553432,2588150,1,0,1,22,12,34,0,0,0,0,3,3,10538,33684,23146,11084,32273,21189,,,,,,,21372,45822,67194,2358404,3631238,5989642,21623,44336,65959
2021-08-06,11427,21270,32697,1335091,2099061,3434152,12176,25656,37832,1046894,1579088,2625982,0,0,0,22,12,34,0,0,0,0,3,3,10570,33829,23258,10820,32162,21342,,,,,,,23603,46926,70529,2382007,3678164,6060171,21392,44600,65992
2021-08-07,9734,19900,29634,1344825,2118961,3463786,9132,25843,34975,1056026,1604931,2660957,0,0,0,22,12,34,0,0,0,0,3,3,10738,33784,23046,10380,32147,21767,,,,,,,18866,45743,64609,2400873,3723907,6124780,21120,44813,65932
2021-08-08,5778,24281,30059,1350603,2143242,3493845,5475,19846,25321,1061501,1624777,2686278,3,0,3,25,12,37,0,0,0,0,3,3,10671,33977,23306,10113,31895,21782,,,,,,,11256,44127,55383,2412129,3768034,6180163,20784,45089,65873
2021-08-09,10334,24498,34832,1360937,2167740,3528677,12181,21698,33879,1073682,1646475,2720157,0,1,1,25,13,38,0,0,0,0,3,3,10290,33742,23452,10164,32082,21918,,,,,,,22515,46197,68712,2434644,3814231,6248875,20455,45370,65825
2021-08-10,9889,26876,36765,1370826,2194616,3565442,10227,19829,30056,1083909,1666304,2750213,0,0,0,25,13,38,0,0,0,0,3,3,9753,33515,23762,10056,32010,21954,,,,,,,20116,46705,66821,2454760,3860936,6315696,19810,45716,65526
2021-08-11,9789,26353,36142,1380615,2220969,3601584,8798,20551,29349,1092707,1686855,2779562,0,1,1,25,14,39,0,0,0,0,3,3,9655,33649,23994,9818,31885,22067,,,,,,,18587,46905,65492,2473347,3907841,6381188,19474,46061,65534
2021-08-12,9943,23204,33147,1390558,2244173,3634731,9735,23107,32842,1102442,1709962,2812404,0,0,0,25,14,39,0,0,0,0,3,3,9556,33325,23769,9675,32036,22361,,,,,,,19678,46311,65989,2493025,3954152,6447177,19232,46131,65362
2021-08-13,9894,23619,33513,1400452,2267792,3668244,10956,24047,35003,1113398,1734009,2847407,1,0,1,26,14,40,0,0,0,0,3,3,9337,33442,24104,9501,31632,22132,,,,,,,20851,47666,68517,2513876,4001818,6515694,18838,46236,65075
2021-08-14,8197,22210,30407,1408649,2290002,3698651,9149,24513,33662,1122547,1758522,2881069,0,1,1,26,15,41,0,0,0,0,3,3,9118,33552,24434,9503,31445,21942,,,,,,,17346,46724,64070,2531222,4048542,6579764,18621,46376,64998
2021-08-15,4797,24810,29607,1413446,2314812,3728258,6284,19456,25740,1128831,1777978,2906809,0,0,0,26,15,41,0,0,0,0,3,3,8978,33488,24510,9619,31504,21886,,,,,,,11081,44266,55347,2542303,4092808,6635111,18596,46396,64993
2021-08-16,9113,26303,35416,1422559,2341115,3763674,10264,19355,29619,1139095,1797333,2936428,0,0,0,26,15,41,0,0,0,0,3,3,8803,33571,24768,9345,30896,21551,,,,,,,19377,45658,65035,2561680,4138466,6700146,18148,46319,64467
2021-08-17,8505,25255,33760,1431064,2366370,3797434,8479,19192,27671,1147574,1816525,2964099,1,1,2,27,16,43,0,0,0,0,3,3,8605,33142,24536,9095,30555,21460,,,,,,,16985,44448,61433,2578665,4182914,6761579,17701,45997,63698
2021-08-18,7616,24715,32331,1438680,2391085,3829765,8576,19106,27682,1156150,1835631,2991781,15,17,32,42,33,75,0,0,0,0,3,3,8295,32597,24302,9063,30317,21254,,,,,,,16207,43838,60045,2594872,4226752,6821624,17361,45559,62919
2021-08-19,7573,21169,28742,1446253,2412254,3858507,8882,22017,30899,1165032,1857648,3022680,1,0,1,43,33,76,0,0,0,0,3,3,7956,31968,24012,8941,30039,21098,,,,,,,16456,43186,59642,2611328,4269938,6881266,16900,45112,62013
2021-08-20,8070,18196,26266,1454323,2430450,3884773,10645,26164,36809,1175677,1883812,3059489,1,1,2,44,34,78,0,0,0,0,3,3,7696,30933,23237,8897,30297,21400,,,,,,,18716,44361,63077,2630044,4314299,6944343,16595,44640,61236
2021-08-21,6225,15932,22157,1460548,2446382,3906930,9810,27680,37490,1185487,1911492,3096979,1,3,4,45,37,82,0,0,0,0,3,3,7414,29754,22340,8991,30844,21853,,,,,,,16036,43615,59651,2646080,4357914,7003994,16408,44196,60604
2021-08-22,3537,18447,21984,1464085,2464829,3928914,6359,21915,28274,1191846,1933407,3125253,41,0,41,86,37,123,0,0,0,0,3,3,7234,28665,21431,9002,31206,22204,,,,,,,9937,40362,50299,2656017,4398276,7054293,16245,43638,59883
2021-08-23,7503,19513,27016,1471588,2484342,3955930,10847,21981,32828,1202693,1955388,3158081,0,0,0,86,37,123,0,0,0,0,3,3,7004,27465,20461,9085,31665,22579,,,,,,,18350,41494,59844,2674367,4439770,7114137,16098,43043,59142
2021-08-24,6914,20299,27213,1478502,2504641,3983143,9398,20363,29761,1212091,1975751,3187842,15,10,25,101,47,148,0,0,0,0,3,3,6777,26530,19753,9217,31963,22747,,,,,,,16327,40672,56999,2690694,4480442,7171136,16004,42504,58508
2021-08-25,6230,18771,25001,1484732,2523412,4008144,9593,21757,31350,1221684,1997508,3219192,0,1,1,101,48,149,0,0,0,0,3,3,6579,25483,18904,9362,32487,23125,,,,,,,15823,40529,56352,2706517,4520971,7227488,15949,42031,57981
2021-08-26,6850,16816,23666,1491582,2540228,4031810,11298,25727,37025,1232982,2023235,3256217,0,0,0,101,48,149,0,0,0,0,3,3,6476,24758,18282,9707,33362,23655,,,,,,,18148,42543,60691,2724665,4563514,7288179,16191,41939,58130
2021-08-27,7218,16549,23767,1498800,2556777,4055577,11742,27583,39325,1244724,2050818,3295542,0,0,0,101,48,149,0,0,0,0,3,3,6354,24401,18047,9864,33722,23858,,,,,,,18960,44132,63092,2743625,4607646,7351271,16226,41907,58133
2021-08-28,6301,15766,22067,1505101,2572543,4077644,10697,28110,38807,1255421,2078928,3334349,1,0,1,102,48,150,0,0,0,0,3,3,6365,24388,18023,9991,33910,23919,,,,,,,16999,43876,60875,2760624,4651522,7412146,16363,41944,58307
2021-08-29,3268,15477,18745,1508369,2588020,4096389,6932,25420,32352,1262353,2104348,3366701,33,0,33,135,48,183,0,0,0,0,3,3,6326,23925,17599,10072,34493,24420,,,,,,,10233,40897,51130,2770857,4692419,7463276,16406,42020,58426
2021-08-30,7188,16147,23335,1515557,2604167,4119724,13626,26982,40608,1275979,2131330,3407309,0,0,0,135,48,183,0,0,0,0,3,3,6281,23399,17118,10469,35604,25135,,,,,,,20814,43129,63943,2791671,4735548,7527219,16758,42254,59012
2021-08-31,6360,13902,20262,1521917,2618069,4139986,13764,27350,41114,1289743,2158680,3448423,0,0,0,135,48,183,0,0,0,0,3,3,6202,22406,16204,11093,37226,26133,,,,,,,20124,41252,61376,2811795,4776800,7588595,17300,42337,59637
2021-09-01,5857,16196,22053,1527774,2634265,4162039,9213,18064,27277,1298956,2176744,3475700,0,0,0,135,48,183,0,0,0,0,3,3,6149,21985,15836,11039,36644,25605,,,,,,,15070,34260,49330,2826865,4811060,7637925,17193,41441,58634
2021-09-02,5521,15248,20769,1533295,2649513,4182808,9363,17685,27048,1308319,2194429,3502748,0,0,0,135,48,183,0,0,0,0,3,3,5959,21571,15612,10762,35219,24456,,,,,,,14884,32933,47817,2841749,4843993,7685742,16726,40068,56795
2021-09-03,5388,17069,22457,1538683,2666582,4205265,11077,22689,33766,1319396,2217118,3536514,0,0,0,135,48,183,0,0,0,0,3,3,5698,21384,15686,10667,34425,23757,,,,,,,16465,39758,56223,2858214,4883751,7741965,16370,39444,55813
2021-09-04,4270,18663,22933,1542953,2685245,4228198,10092,24236,34328,1329488,2241354,3570842,0,6,6,135,54,189,0,0,0,0,3,3,5407,21508,16100,10581,33785,23204,,,,,,,14362,42905,57267,2872576,4926656,7799232,15993,39305,55298
2021-09-05,1913,14649,16562,1544866,2699894,4244760,5703,21001,26704,1335191,2262355,3597546,27,0,27,162,54,216,0,0,0,0,3,3,5214,21196,15982,10405,32978,22572,,,,,,,7643,35650,43293,2880219,4962306,7842525,15623,38555,54178
2021-09-06,5088,10367,15455,1549954,2710261,4260215,9867,19999,29866,1345058,2282354,3627412,0,0,0,162,54,216,0,0,0,0,3,3,4914,20070,15156,9868,31443,21575,,,,,,,14955,30366,45321,2895174,4992672,7887846,14786,36732,51518
2021-09-07,4504,8064,12568,1554458,2718325,4272783,8970,18526,27496,1354028,2300880,3654908,0,0,0,162,54,216,0,0,0,0,3,3,4649,18971,14322,9184,29498,20314,,,,,,,13474,26590,40064,2908648,5019262,7927910,13836,34637,48474
2021-09-08,4408,7664,12072,1558866,2725989,4284855,9190,18690,27880,1363218,2319570,3682788,0,0,0,162,54,216,0,0,0,0,3,3,4442,17545,13103,9180,29584,20404,,,,,,,13598,26354,39952,2922246,5045616,7967862,13626,33508,47134
2021-09-09,4570,8840,13410,1563436,2734829,4298265,9577,19844,29421,1372795,2339414,3712209,0,0,0,162,54,216,0,0,0,0,3,3,4306,16494,12188,9211,29923,20712,,,,,,,14147,28684,42831,2936393,5074300,8010693,13521,32901,46422
2021-09-10,5131,10179,15310,1568567,2745008,4313575,10656,25643,36299,1383451,2365057,3748508,0,0,0,162,54,216,0,0,0,0,3,3,4269,15473,11204,9151,30285,21134,,,,,,,15787,35822,51609,2952180,5110122,8062302,13424,32339,45762
2021-09-11,3800,12615,16415,1572367,2757623,4329990,9548,27572,37120,1392999,2392629,3785628,0,0,0,162,54,216,0,0,0,0,3,3,4202,14542,10340,9073,30684,21611,,,,,,,13348,40187,53535,2965528,5150309,8115837,13279,31950,45229
2021-09-12,1673,8608,10281,1574040,2766231,4340271,5143,20836,25979,1398142,2413465,3811607,0,0,0,162,54,216,0,0,0,0,3,3,4168,13644,9477,8993,30580,21587,,,,,,,6816,29444,36260,2972344,5179753,8152097,13161,31064,44225
2021-09-13,4341,6180,10521,1578381,2772411,4350792,8790,16975,25765,1406932,2430440,3837372,0,0,0,162,54,216,0,0,0,0,3,3,4061,12940,8879,8839,29994,21155,,,,,,,13131,23155,36286,2985475,5202908,8188383,12900,30034,42934
2021-09-14,3830,4388,8218,1582211,2776799,4359010,7566,14081,21647,1414498,2444521,3859019,0,0,0,162,54,216,0,0,0,0,3,3,3965,12318,8353,8639,29159,20520,,,,,,,11396,18469,29865,2996871,5221377,8218248,12603,28874,41477
2021-09-15,3777,4530,8307,1585988,2781329,4367317,7390,13927,21317,1421888,2458448,3880336,0,0,0,162,54,216,0,0,0,0,3,3,3875,11780,7906,8381,28221,19840,,,,,,,11167,18457,29624,3008038,5239834,8247872,12256,27745,40001
2021-09-16,3367,5394,8761,1589355,2786723,4376078,7384,14699,22083,1429272,2473147,3902419,18,22,40,180,76,256,0,0,0,0,3,3,3703,11116,7413,8068,27173,19105,,,,,,,10769,20115,30884,3018807,5259949,8278756,11773,26521,38295
2021-09-17,3852,7331,11183,1593207,2794054,4387261,8289,18164,26453,1437561,2491311,3928872,5,9,14,185,85,270,0,0,0,0,3,3,3520,10527,7007,7730,25766,18036,,,,,,,12146,25504,37650,3030953,5285453,8316406,11253,25047,36301
2021-09-18,2745,8774,11519,1595952,2802828,4398780,7323,21669,28992,1444884,2512980,3957864,0,2,2,185,87,272,0,0,0,0,3,3,3369,9827,6458,7412,24605,17193,,,,,,,10068,30445,40513,3041021,5315898,8356919,10785,23656,34440
2021-09-19,1150,5129,6279,1597102,2807957,4405059,3862,13361,17223,1448746,2526341,3975087,23,0,23,208,87,295,0,0,0,0,3,3,3295,9255,5961,7229,23354,16125,,,,,,,5035,18490,23525,3046056,5334388,8380444,10530,22091,32621
2021-09-20,3181,4284,7465,1600283,2812241,4412524,6972,10548,17520,1455718,2536889,3992607,0,0,0,208,87,295,0,0,0,0,3,3,3129,8819,5690,6969,22176,15207,,,,,,,10153,14832,24985,3056209,5349220,8405429,10105,20902,31007
2021-09-21,2323,3230,5553,1602606,2815471,4418077,5084,7972,13056,1460802,2544861,4005663,5,6,11,213,93,306,0,0,0,0,3,3,2914,8438,5525,6615,20949,14334,,,,,,,7412,11208,18620,3063621,5360428,8424049,9536,19864,29400
2021-09-22,851,3307,4158,1603457,2818778,4422235,2374,10029,12403,1463176,2554890,4018066,0,0,0,213,93,306,0,0,0,0,3,3,2496,7845,5350,5898,19676,13777,,,,,,,3225,13336,16561,3066846,5373764,8440610,8401,19133,27534
2021-09-23,3628,4454,8082,1607085,2823232,4430317,9290,16438,25728,1472466,2571328,4043794,0,1,1,213,94,307,0,0,0,0,3,3,2533,7748,5216,6171,20196,14026,,,,,,,12918,20893,33811,3079764,5394657,8474421,8708,19244,27952
2021-09-24,4237,6752,10989,1611322,2829984,4441306,8156,18167,26323,1480622,2589495,4070117,0,0,0,213,94,307,0,0,0,0,3,3,2588,7721,5133,6152,20178,14026,,,,,,,12393,24919,37312,3092157,5419576,8511733,8743,19160,27904
2021-09-25,3154,6945,10099,1614476,2836929,4451405,7294,21708,29002,1487916,2611203,4099119,0,0,0,213,94,307,0,0,0,0,3,3,2646,7518,4872,6147,20179,14032,,,,,,,10448,28653,39101,3102605,5448229,8550834,8798,18904,27702
2021-09-26,1420,4504,5924,1615896,2841433,4457329,3594,14129,17723,1491510,2625332,4116842,0,0,0,213,94,307,0,0,0,0,3,3,2685,7467,4782,6109,20251,14142,,,,,,,5014,18633,23647,3107619,5466862,8574481,8795,18925,27720
2021-09-27,4089,4335,8424,1619985,2845768,4465753,7108,11206,18314,1498618,2636538,4135156,5,4,9,218,98,316,0,0,0,0,3,3,2815,7604,4790,6129,20364,14236,,,,,,,11202,15545,26747,3118821,5482407,8601228,8945,19027,27971
2021-09-28,3614,3459,7073,1623599,2849227,4472826,6623,8245,14868,1505241,2644783,4150024,0,2,2,218,100,318,0,0,0,0,3,3,2999,7821,4822,6348,20623,14275,,,,,,,10237,11706,21943,3129058,5494113,8623171,9348,19098,28446
2021-09-29,2918,4868,7786,1626517,2854095,4480612,6738,9109,15847,1511979,2653892,4165871,0,0,0,218,100,318,0,0,0,0,3,3,3294,8340,5045,6972,21115,14143,,,,,,,9656,13977,23633,3138714,5508090,8646804,10267,19189,29456
2021-09-30,3603,8287,11890,1630120,2862382,4492502,6698,11703,18401,1518677,2665595,4184272,1,1,2,219,101,320,0,0,0,0,3,3,3291,8884,5593,6602,20068,13467,,,,,,,10302,19991,30293,3149016,5528081,8677097,9893,19061,28954
2021-10-01,1212,4250,5462,1631332,2866632,4497964,2035,8097,10132,1520712,2673692,4194404,0,0,0,219,101,320,0,0,0,0,3,3,2859,8094,5235,5727,17755,12028,,,,,,,3247,12347,15594,3152263,5540428,8692691,8587,17265,25851
2021-10-02,2063,3543,5606,1633395,2870175,4503570,5904,11153,17057,1526616,2684845,4211461,0,0,0,219,101,320,0,0,0,0,3,3,2703,7452,4749,5529,16049,10520,,,,,,,7967,14696,22663,3160230,5555124,8715354,8232,15271,23503
